2023-11-27 16:52:49,830 INFO    : Initialize...
2023-11-27 20:13:11,858 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-27 20:13:32,006 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-27 20:13:52,117 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-27 20:14:12,202 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-27 20:14:32,318 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-27 20:14:52,422 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-27 20:15:12,528 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-27 20:15:32,637 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-27 20:15:42,648 INFO    : EVOLVE[0-gen]-Finish the evaluation
2023-11-27 20:15:42,649 INFO    : EVOLVE[0-gen]-Finish the updating
2023-11-27 20:15:42,670 INFO    : EVOLVE[1-gen]-Begin pso evolution
2023-11-27 20:15:42,705 INFO    : EVOLVE[1-gen]-Finish pso evolution
2023-11-27 20:15:42,705 INFO    : EVOLVE[1-gen]-Begin to evaluate the fitness
2023-11-27 20:16:02,878 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-27 20:16:02,878 INFO    : Begin to train particle01_00
2023-11-27 20:16:02,888 INFO    : Begin to train particle01_01
2023-11-27 20:40:34,514 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-27 20:40:34,515 INFO    : Begin to train particle01_02
2023-11-27 20:40:34,529 INFO    : Begin to train particle01_03
2023-11-27 21:02:21,817 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-27 21:02:21,817 INFO    : Begin to train particle01_04
2023-11-27 21:02:21,824 INFO    : Begin to train particle01_05
2023-11-27 21:21:00,192 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-27 21:21:00,193 INFO    : Begin to train particle01_06
2023-11-27 21:21:00,204 INFO    : Begin to train particle01_07
2023-11-27 21:42:34,504 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-27 21:42:34,505 INFO    : Begin to train particle01_08
2023-11-27 21:42:34,521 INFO    : Begin to train particle01_09
2023-11-27 22:04:48,561 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-27 22:04:48,562 INFO    : Begin to train particle01_10
2023-11-27 22:04:48,575 INFO    : Begin to train particle01_11
2023-11-27 22:27:46,437 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-27 22:27:46,438 INFO    : Begin to train particle01_12
2023-11-27 22:27:46,452 INFO    : Begin to train particle01_13
2023-11-27 22:52:59,087 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-27 22:52:59,087 INFO    : Begin to train particle01_14
2023-11-27 22:52:59,098 INFO    : Begin to train particle01_15
2023-11-27 23:13:18,881 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-27 23:13:18,881 INFO    : Begin to train particle01_16
2023-11-27 23:13:18,893 INFO    : Begin to train particle01_17
2023-11-27 23:33:44,435 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-27 23:33:44,436 INFO    : Begin to train particle01_18
2023-11-27 23:33:44,449 INFO    : Begin to train particle01_19
2023-11-27 23:54:15,534 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-27 23:54:35,619 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-27 23:54:55,726 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-27 23:55:15,882 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-27 23:55:35,966 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-27 23:55:56,073 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-27 23:56:16,213 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-27 23:56:36,293 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-27 23:56:56,377 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-27 23:57:16,459 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-27 23:57:26,468 INFO    : EVOLVE[1-gen]-Finish the evaluation
2023-11-27 23:57:26,469 INFO    : EVOLVE[1-gen]-Finish the updating
2023-11-27 23:57:26,496 INFO    : EVOLVE[2-gen]-Begin pso evolution
2023-11-27 23:57:26,538 INFO    : EVOLVE[2-gen]-Finish pso evolution
2023-11-27 23:57:26,538 INFO    : EVOLVE[2-gen]-Begin to evaluate the fitness
2023-11-27 23:57:46,736 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-27 23:57:46,736 INFO    : Begin to train particle02_00
2023-11-27 23:57:46,750 INFO    : Begin to train particle02_01
2023-11-28 00:17:24,661 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 00:17:24,661 INFO    : Begin to train particle02_02
2023-11-28 00:17:24,674 INFO    : Begin to train particle02_03
2023-11-28 00:36:48,544 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 00:36:48,545 INFO    : Begin to train particle02_04
2023-11-28 00:36:48,559 INFO    : Begin to train particle02_05
2023-11-28 00:56:23,867 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 00:56:23,867 INFO    : Begin to train particle02_06
2023-11-28 00:56:23,879 INFO    : Begin to train particle02_07
2023-11-28 01:19:25,082 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 01:19:25,083 INFO    : Begin to train particle02_08
2023-11-28 01:19:25,096 INFO    : Begin to train particle02_09
2023-11-28 01:42:28,475 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 01:42:28,476 INFO    : Begin to train particle02_10
2023-11-28 01:42:28,488 INFO    : Begin to train particle02_11
2023-11-28 02:03:53,363 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 02:03:53,364 INFO    : Begin to train particle02_12
2023-11-28 02:03:53,377 INFO    : Begin to train particle02_13
2023-11-28 02:17:36,226 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 02:17:36,227 INFO    : Begin to train particle02_14
2023-11-28 02:17:36,244 INFO    : Begin to train particle02_15
2023-11-28 02:34:32,881 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 02:34:32,882 INFO    : Begin to train particle02_16
2023-11-28 02:34:32,897 INFO    : Begin to train particle02_17
2023-11-28 02:53:39,867 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 02:53:39,867 INFO    : Begin to train particle02_18
2023-11-28 02:53:39,881 INFO    : Begin to train particle02_19
2023-11-28 03:15:44,345 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 03:16:04,444 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 03:16:24,551 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 03:16:44,636 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 03:17:04,757 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 03:17:24,861 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 03:17:44,950 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 03:18:05,030 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 03:18:25,138 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 03:18:45,253 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 03:18:55,260 INFO    : EVOLVE[2-gen]-Finish the evaluation
2023-11-28 03:18:55,261 INFO    : EVOLVE[2-gen]-Finish the updating
2023-11-28 03:18:55,279 INFO    : EVOLVE[3-gen]-Begin pso evolution
2023-11-28 03:18:55,309 INFO    : EVOLVE[3-gen]-Finish pso evolution
2023-11-28 03:18:55,309 INFO    : EVOLVE[3-gen]-Begin to evaluate the fitness
2023-11-28 03:19:15,470 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 03:19:15,470 INFO    : Begin to train particle03_00
2023-11-28 03:19:15,482 INFO    : Begin to train particle03_01
2023-11-28 03:41:31,646 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 03:41:31,647 INFO    : Begin to train particle03_02
2023-11-28 03:41:31,659 INFO    : Begin to train particle03_03
2023-11-28 04:02:00,599 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 04:02:00,599 INFO    : Begin to train particle03_04
2023-11-28 04:02:00,613 INFO    : Begin to train particle03_05
2023-11-28 04:19:14,111 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 04:19:14,112 INFO    : Begin to train particle03_06
2023-11-28 04:19:14,123 INFO    : Begin to train particle03_07
2023-11-28 04:37:02,029 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 04:37:02,029 INFO    : Begin to train particle03_08
2023-11-28 04:37:02,040 INFO    : Begin to train particle03_09
2023-11-28 04:58:02,504 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 04:58:02,505 INFO    : Begin to train particle03_10
2023-11-28 04:58:02,519 INFO    : Begin to train particle03_11
2023-11-28 05:17:53,323 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 05:17:53,324 INFO    : Begin to train particle03_12
2023-11-28 05:17:53,335 INFO    : Begin to train particle03_13
2023-11-28 05:37:44,249 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 05:37:44,249 INFO    : Begin to train particle03_14
2023-11-28 05:37:44,266 INFO    : Begin to train particle03_15
2023-11-28 05:58:09,314 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 05:58:09,314 INFO    : Begin to train particle03_16
2023-11-28 05:58:09,327 INFO    : Begin to train particle03_17
2023-11-28 06:19:48,386 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 06:19:48,386 INFO    : Begin to train particle03_18
2023-11-28 06:19:48,398 INFO    : Begin to train particle03_19
2023-11-28 06:40:08,656 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 06:40:28,793 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 06:40:48,890 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 06:41:09,031 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 06:41:29,131 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 06:41:49,216 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 06:42:09,330 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 06:42:29,413 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 06:42:49,538 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 06:43:09,623 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 06:43:19,632 INFO    : EVOLVE[3-gen]-Finish the evaluation
2023-11-28 06:43:19,633 INFO    : EVOLVE[3-gen]-Finish the updating
2023-11-28 06:43:19,650 INFO    : EVOLVE[4-gen]-Begin pso evolution
2023-11-28 06:43:19,674 INFO    : EVOLVE[4-gen]-Finish pso evolution
2023-11-28 06:43:19,674 INFO    : EVOLVE[4-gen]-Begin to evaluate the fitness
2023-11-28 06:43:39,810 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 06:43:39,811 INFO    : Begin to train particle04_00
2023-11-28 06:43:39,822 INFO    : Begin to train particle04_01
2023-11-28 07:06:03,503 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 07:06:03,504 INFO    : Begin to train particle04_02
2023-11-28 07:06:03,518 INFO    : Begin to train particle04_03
2023-11-28 07:25:18,769 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 07:25:18,770 INFO    : Begin to train particle04_04
2023-11-28 07:25:18,784 INFO    : Begin to train particle04_05
2023-11-28 07:46:11,899 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 07:46:11,900 INFO    : Begin to train particle04_06
2023-11-28 07:46:11,912 INFO    : Begin to train particle04_07
2023-11-28 08:02:50,660 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 08:02:50,660 INFO    : Begin to train particle04_08
2023-11-28 08:02:50,675 INFO    : Begin to train particle04_09
2023-11-28 08:24:40,739 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 08:24:40,740 INFO    : Begin to train particle04_10
2023-11-28 08:24:40,754 INFO    : Begin to train particle04_11
2023-11-28 08:44:21,952 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 08:44:21,953 INFO    : Begin to train particle04_12
2023-11-28 08:44:21,965 INFO    : Begin to train particle04_13
2023-11-28 09:08:01,330 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 09:08:01,330 INFO    : Begin to train particle04_14
2023-11-28 09:08:01,345 INFO    : Begin to train particle04_15
2023-11-28 09:32:13,311 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 09:32:13,312 INFO    : Begin to train particle04_16
2023-11-28 09:32:13,325 INFO    : Begin to train particle04_17
2023-11-28 09:52:49,051 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 09:52:49,051 INFO    : Begin to train particle04_18
2023-11-28 09:52:49,065 INFO    : Begin to train particle04_19
2023-11-28 10:08:33,580 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 10:08:53,676 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 10:09:13,777 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 10:09:33,865 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 10:09:53,952 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 10:10:14,039 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 10:10:34,128 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 10:10:54,241 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 10:11:14,331 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 10:11:34,415 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 10:11:44,424 INFO    : EVOLVE[4-gen]-Finish the evaluation
2023-11-28 10:11:44,425 INFO    : EVOLVE[4-gen]-Finish the updating
2023-11-28 10:11:44,449 INFO    : EVOLVE[5-gen]-Begin pso evolution
2023-11-28 10:11:44,490 INFO    : EVOLVE[5-gen]-Finish pso evolution
2023-11-28 10:11:44,490 INFO    : EVOLVE[5-gen]-Begin to evaluate the fitness
2023-11-28 10:12:04,730 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 10:12:04,731 INFO    : Begin to train particle05_00
2023-11-28 10:12:04,743 INFO    : Begin to train particle05_01
2023-11-28 10:33:42,506 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 10:33:42,507 INFO    : Begin to train particle05_02
2023-11-28 10:33:42,523 INFO    : Begin to train particle05_03
2023-11-28 10:57:41,448 INFO    : GPU_QUERY-Available GPUs are: [1], choose GPU#1 to use
2023-11-28 10:57:41,449 INFO    : Begin to train particle05_04
2023-11-28 11:08:39,889 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 11:08:39,890 INFO    : Begin to train particle05_05
2023-11-28 11:08:39,900 INFO    : Begin to train particle05_06
2023-11-28 11:28:11,082 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 11:28:11,083 INFO    : Begin to train particle05_07
2023-11-28 11:28:11,098 INFO    : Begin to train particle05_08
2023-11-28 11:48:38,798 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 11:48:38,799 INFO    : Begin to train particle05_09
2023-11-28 11:48:38,807 INFO    : Begin to train particle05_10
2023-11-28 12:08:20,495 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 12:08:20,495 INFO    : Begin to train particle05_11
2023-11-28 12:08:20,506 INFO    : Begin to train particle05_12
2023-11-28 12:24:13,798 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 12:24:13,798 INFO    : Begin to train particle05_13
2023-11-28 12:24:13,810 INFO    : Begin to train particle05_14
2023-11-28 12:46:10,866 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 12:46:10,867 INFO    : Begin to train particle05_15
2023-11-28 12:46:10,881 INFO    : Begin to train particle05_16
2023-11-28 13:09:43,253 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 13:09:43,253 INFO    : Begin to train particle05_17
2023-11-28 13:09:43,264 INFO    : Begin to train particle05_18
2023-11-28 13:30:35,305 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 13:30:35,306 INFO    : Begin to train particle05_19
2023-11-28 13:39:34,036 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 13:39:54,153 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 13:40:14,249 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 13:40:34,350 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 13:40:54,435 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 13:41:14,528 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 13:41:34,613 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 13:41:54,702 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 13:42:14,796 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 13:42:24,804 INFO    : EVOLVE[5-gen]-Finish the evaluation
2023-11-28 13:42:24,805 INFO    : EVOLVE[5-gen]-Finish the updating
2023-11-28 13:42:24,830 INFO    : EVOLVE[6-gen]-Begin pso evolution
2023-11-28 13:42:24,875 INFO    : EVOLVE[6-gen]-Finish pso evolution
2023-11-28 13:42:24,875 INFO    : EVOLVE[6-gen]-Begin to evaluate the fitness
2023-11-28 13:42:45,017 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 13:42:45,017 INFO    : Begin to train particle06_00
2023-11-28 13:42:45,033 INFO    : Begin to train particle06_01
2023-11-28 13:58:31,104 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 13:58:31,105 INFO    : Begin to train particle06_02
2023-11-28 13:58:31,119 INFO    : Begin to train particle06_03
2023-11-28 14:19:37,460 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 14:19:37,461 INFO    : Begin to train particle06_04
2023-11-28 14:19:37,477 INFO    : Begin to train particle06_05
2023-11-28 14:38:29,473 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 14:38:29,473 INFO    : Begin to train particle06_06
2023-11-28 14:38:29,486 INFO    : Begin to train particle06_07
2023-11-28 14:59:09,310 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 14:59:09,311 INFO    : Begin to train particle06_08
2023-11-28 14:59:09,321 INFO    : Begin to train particle06_09
2023-11-28 15:20:38,864 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 15:20:38,864 INFO    : Begin to train particle06_10
2023-11-28 15:20:38,878 INFO    : Begin to train particle06_11
2023-11-28 15:44:43,986 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 15:44:43,986 INFO    : Begin to train particle06_12
2023-11-28 15:44:44,002 INFO    : Begin to train particle06_13
2023-11-28 16:03:11,189 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 16:03:11,189 INFO    : Begin to train particle06_14
2023-11-28 16:03:11,200 INFO    : Begin to train particle06_15
2023-11-28 16:22:46,542 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 16:22:46,543 INFO    : Begin to train particle06_16
2023-11-28 16:22:46,552 INFO    : Begin to train particle06_17
2023-11-28 16:46:00,597 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 16:46:00,597 INFO    : Begin to train particle06_18
2023-11-28 16:46:00,610 INFO    : Begin to train particle06_19
2023-11-28 17:06:50,305 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 17:07:10,409 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 17:07:30,497 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 17:07:50,672 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 17:08:10,775 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 17:08:30,882 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 17:08:50,975 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 17:09:11,078 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 17:09:31,181 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 17:09:51,311 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 17:10:01,320 INFO    : EVOLVE[6-gen]-Finish the evaluation
2023-11-28 17:10:01,321 INFO    : EVOLVE[6-gen]-Finish the updating
2023-11-28 17:10:01,340 INFO    : EVOLVE[7-gen]-Begin pso evolution
2023-11-28 17:10:01,369 INFO    : EVOLVE[7-gen]-Finish pso evolution
2023-11-28 17:10:01,370 INFO    : EVOLVE[7-gen]-Begin to evaluate the fitness
2023-11-28 17:10:21,531 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 17:10:21,532 INFO    : Begin to train particle07_00
2023-11-28 17:10:21,546 INFO    : Begin to train particle07_01
2023-11-28 17:34:52,144 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 17:34:52,145 INFO    : Begin to train particle07_02
2023-11-28 17:34:52,157 INFO    : Begin to train particle07_03
2023-11-28 17:56:12,475 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 17:56:12,476 INFO    : Begin to train particle07_04
2023-11-28 17:56:12,487 INFO    : Begin to train particle07_05
2023-11-28 18:18:12,734 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 18:18:12,735 INFO    : Begin to train particle07_06
2023-11-28 18:18:12,746 INFO    : Begin to train particle07_07
2023-11-28 18:39:17,174 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 18:39:17,174 INFO    : Begin to train particle07_08
2023-11-28 18:39:17,190 INFO    : Begin to train particle07_09
2023-11-28 19:01:31,058 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 19:01:31,059 INFO    : Begin to train particle07_10
